Vendor,Category,Item,Item Description,Price,Origin,Destination,Rating,Remarks
KoE,Drugs/Cannabis/Weed,Custom 1lb Premium Outdoor Sea Warp,"Premium 1lb Premium Outdoor Sea Warp sourced directly from verified labs. Fast, reliable service. Please include your PGP encrypted address when ordering.",3.252350 BTC,Canada,Worldwide,5.00/5,
KoE,Drugs/Cannabis/Weed,HP Premium Outdoor Sea Warp [Purity Tested],"Welcome to our official NightMarket shop! HP Premium Outdoor Sea Warp ready for instant dispatch. Double vacuum sealed, professional MBB stealth. 99% delivery rate across worldwide.",2.024760 BTC,Canada,Worldwide,4.98/5,
KoE,Drugs/Cannabis/Weed,1oz Premium Outdoor Sea Warp,1oz Premium Outdoor Sea Warp available now. All orders dispatched within 24 hours of payment confirmation. Domestic and international stealth available.,0.362447 BTC,Canada,Worldwide,5.00/5,
KoE,Drugs/Psychedelics/Mushrooms,1oz Psilocybe Cubensis Mushrooms,"Welcome to our official NightMarket shop! 1oz Psilocybe Cubensis Mushrooms ready for instant dispatch. Double vacuum sealed, professional MBB stealth. 99% delivery rate across worldwide.",0.296219 BTC,Canada,Worldwide,4.93/5,
official_indianpillda,Drugs/Benzos,Exclusive Valium/Zepose 10mg - 500Pills,We are back on NightMarket offering our verified Valium/Zepose 10mg - 500Pills. Guaranteed lab tested quality and stealth packaging. Contact via PGP for bulk orders.,1.616936 BTC,India,Worldwide,5.00/5,
official_indianpillda,Drugs/Prescription,Ultra Clean Tapentadol/ Tydol 100mg - 200Pills,High purity Tapentadol/ Tydol 100mg - 200Pills at competitive market prices. Fully tested batch. Customer satisfaction is our top priority.,1.477688 BTC,India,Worldwide,4.82/5,
official_indianpillda,Drugs/Prescription,Verified mirtazapine - 100Pills,We are back on NightMarket offering our verified mirtazapine - 100Pills. Guaranteed high grade quality and stealth packaging. Contact via PGP for bulk orders.,0.588630 BTC,India,Worldwide,4.89/5,
official_indianpillda,Drugs/Prescription,Direct Source Tapentadol/ Tydol 100mg - 300Pills [Worldwide Stealth],"Premium Tapentadol/ Tydol 100mg - 300Pills sourced directly from verified labs. Fast, reliable service. Please include your PGP encrypted address when ordering.",1.884293 BTC,India,Worldwide,5.00/5,
official_indianpillda,Drugs/Prescription,Tramadol 50mg - 60 Pills,"Welcome to our official NightMarket shop! Tramadol 50mg - 60 Pills ready for instant dispatch. Double vacuum sealed, professional MBB stealth. 99% delivery rate across worldwide.",0.260519 BTC,India,Worldwide,5.00/5,
official_indianpillda,Drugs/Prescription,Premium Viagra/ Suhagra 100mg - 200Pills [Tracked],Viagra/ Suhagra 100mg - 200Pills available now. All orders dispatched within 24 hours of payment confirmation. Domestic and international stealth available.,0.772523 BTC,India,Worldwide,5.00/5,
official_indianpillda,Drugs/Prescription,Tramadol 50mg - 100 Pills,"Welcome to our official NightMarket shop! Tramadol 50mg - 100 Pills ready for instant dispatch. Double vacuum sealed, professional MBB stealth. 99% delivery rate across worldwide.",0.417023 BTC,India,Worldwide,4.92/5,
official_indianpillda,Drugs/Prescription,Viagra/ Suhagra 100mg - 400Pills,Viagra/ Suhagra 100mg - 400Pills available now. All orders dispatched within 24 hours of payment confirmation. Domestic and international stealth available.,1.596954 BTC,India,Worldwide,5.00/5,
official_indianpillda,Drugs/Benzos,HQ Xanax/Tranax 1mg - 60Pills,"Premium Xanax/Tranax 1mg - 60Pills sourced directly from verified labs. Fast, reliable service. Please include your PGP encrypted address when ordering.",0.205520 BTC,India,Worldwide,5.00/5,
official_indianpillda,Drugs/Other,Natural sex stimulant - 300Pills,Natural sex stimulant - 300Pills available now. All orders dispatched within 24 hours of payment confirmation. Domestic and international stealth available.,0.484454 BTC,India,Worldwide,5.00/5,
official_indianpillda,Drugs/Benzos,Rivotril 2mg -100 Pills [24/7 Auto Dispatch],"Premium Rivotril 2mg -100 Pills sourced directly from verified labs. Fast, reliable service. Please include your PGP encrypted address when ordering.",0.246123 BTC,India,Worldwide,5.00/5,
official_indianpillda,Drugs/Benzos,Alprax 1mg - 100Pills [24/7 Auto Dispatch],"Welcome to our official NightMarket shop! Alprax 1mg - 100Pills ready for instant dispatch. Double vacuum sealed, professional MBB stealth. 99% delivery rate across worldwide.",0.230134 BTC,India,Worldwide,5.00/5,
official_indianpillda,Other,custom - d****i,"Welcome to our official NightMarket shop! custom - d****i ready for instant dispatch. Double vacuum sealed, professional MBB stealth. 99% delivery rate across worldwide.",0.931472 BTC,USA,Worldwide,4.97/5,
official_indianpillda,Drugs/Stimulants/Prescription,Modafinil 200mg - 100Pills [Purity Tested],"Welcome to our official NightMarket shop! Modafinil 200mg - 100Pills ready for instant dispatch. Double vacuum sealed, professional MBB stealth. 99% delivery rate across worldwide.",0.503709 BTC,India,Worldwide,4.99/5,
stoeprandUS,Drugs/Cannabis/Weed,5gr S5-HAZE- A+ quality proffesional indoor weed,5gr S5-HAZE- A+ quality proffesional indoor weed available now. All orders dispatched within 24 hours of payment confirmation. Domestic and international stealth available.,0.179392 BTC,USA,you,5.00/5,
stoeprandUS,Drugs/RCs,10gr alpha-PVP -99% pure lab grade,"Welcome to our official NightMarket shop! 10gr alpha-PVP -99% pure lab grade ready for instant dispatch. Double vacuum sealed, professional MBB stealth. 99% delivery rate across you.",0.547781 BTC,Netherlands,you,4.58/5,
stoeprandUS,Drugs/Ecstasy/MDMA,5gr MDMA - HQ dutch pure product,We are back on NightMarket offering our verified 5gr MDMA - HQ dutch pure product. Guaranteed 99% quality and stealth packaging. Contact via PGP for bulk orders.,0.326653 BTC,Netherlands,Worldwide,4.71/5,
stoeprandUS,Drugs/RCs,2gr alpha-PVP -99% pure lab grade,We are back on NightMarket offering our verified 2gr alpha-PVP -99% pure lab grade. Guaranteed 99% quality and stealth packaging. Contact via PGP for bulk orders.,0.130402 BTC,Netherlands,you,4.90/5,
stoeprandUS,Drugs/Stimulants/Speed,25gr SPEED - Dutch finest ultra pure - DRY!,"Premium 25gr SPEED - Dutch finest  ultra pure - DRY! sourced directly from verified labs. Fast, reliable service. Please include your PGP encrypted address when ordering.",1.018746 BTC,Netherlands,you,4.81/5,
stoeprandUS,Drugs/Ecstasy/Other,1 SPACEBOMB - 150mg MDMA&150mgSPEED,High purity 1 SPACEBOMB - 150mg MDMA&150mgSPEED at competitive market prices. Fully tested batch. Customer satisfaction is our top priority.,0.027443 BTC,Netherlands,you,5.00/5,
stoeprandUS,Drugs/Cannabis/Concentrates,Top Grade #NAME?,"Premium #NAME? sourced directly from verified labs. Fast, reliable service. Please include your PGP encrypted address when ordering.",0.012231 BTC,Netherlands,you,5.00/5,
stoeprandUS,Drugs/Ecstasy/Other,1gr METHYLONE - massive orange rocks [Original Batch],We are back on NightMarket offering our verified 1gr METHYLONE - massive orange rocks. Guaranteed lab tested quality and stealth packaging. Contact via PGP for bulk orders.,0.082996 BTC,Netherlands,you,4.85/5,
stoeprandUS,Drugs/Cannabis/Weed,100gr POWERPLANT [Tracked],100gr POWERPLANT available now. All orders dispatched within 24 hours of payment confirmation. Domestic and international stealth available.,2.699134 BTC,Netherlands,Worldwide,4.65/5,
stoeprandUS,Drugs/Ecstasy/MDMA,1gr MDMA - HQ dutch pure product,1gr MDMA - HQ dutch pure product available now. All orders dispatched within 24 hours of payment confirmation. Domestic and international stealth available.,0.077226 BTC,Netherlands,Worldwide,5.00/5,
stoeprandUS,Drugs/Stimulants/Speed,10gr SPEED - Dutch finest ultra pure,"Welcome to our official NightMarket shop! 10gr SPEED - Dutch finest  ultra pure ready for instant dispatch. Double vacuum sealed, professional MBB stealth. 99% delivery rate across you.",0.265021 BTC,Netherlands,you,4.80/5,
stoeprandUS,Drugs/Stimulants/Speed,HQ 25gr SPEED - Dutch finest ultra pure [Worldwide Stealth],High purity 25gr SPEED - Dutch finest  ultra pure at competitive market prices. Fully tested batch. Customer satisfaction is our top priority.,0.665932 BTC,Netherlands,you,4.91/5,
stoeprandUS,Drugs/Stimulants/Speed,High Quality 100gr SPEED - Dutch finest ultra pure,"Welcome to our official NightMarket shop! 100gr SPEED - Dutch finest  ultra pure ready for instant dispatch. Double vacuum sealed, professional MBB stealth. 99% delivery rate across you.",2.013979 BTC,Netherlands,you,4.88/5,
stoeprandUS,Forgeries/Physical documents,HQ 1pcs real physical Dutch drivers license,We are back on NightMarket offering our verified 1pcs real physical Dutch drivers license. Guaranteed lab tested quality and stealth packaging. Contact via PGP for bulk orders.,0.532354 BTC,Netherlands,Worldwide,4.84/5,
stoeprandUS,Drugs/Ecstasy/Other,Custom 5gr METHYLONE - massive orange rocks,"Welcome to our official NightMarket shop! 5gr METHYLONE - massive orange rocks ready for instant dispatch. Double vacuum sealed, professional MBB stealth. 99% delivery rate across you.",0.236983 BTC,Netherlands,you,4.80/5,
stoeprandUS,Drugs/Cannabis/Concentrates,Top Grade 1gr HASH OIL- ultra potent indoor concentrate,1gr HASH OIL- ultra potent indoor concentrate available now. All orders dispatched within 24 hours of payment confirmation. Domestic and international stealth available.,89.824263 BTC,Netherlands,you,4.69/5,
stoeprandUS,Drugs/Cannabis/Weed,5gr - WHITE WIDOW - top shelf indoor buds [Worldwide Stealth],We are back on NightMarket offering our verified 5gr - WHITE WIDOW - top shelf indoor buds. Guaranteed lab tested quality and stealth packaging. Contact via PGP for bulk orders.,0.257431 BTC,Netherlands,you,4.95/5,
stoeprandUS,Drugs/Cannabis/Weed,Direct Source 1gr - WHITE WIDOW - top shelf indoor buds,"Premium 1gr - WHITE WIDOW - top shelf indoor buds sourced directly from verified labs. Fast, reliable service. Please include your PGP encrypted address when ordering.",0.044480 BTC,Netherlands,you,4.78/5,
stoeprandUS,Drugs/Cannabis/Weed,Top Grade 100gr WHITE WIDOW [Tracked],"Welcome to our official NightMarket shop! 100gr WHITE WIDOW ready for instant dispatch. Double vacuum sealed, professional MBB stealth. 99% delivery rate across worldwide.",4.258368 BTC,Netherlands,Worldwide,4.84/5,
stoeprandUS,Forgeries/Physical documents,Verified 3pcs real physical Dutch drivers license,High purity 3pcs real physical Dutch drivers license at competitive market prices. Fully tested batch. Customer satisfaction is our top priority.,1.439002 BTC,Netherlands,Worldwide,5.00/5,
stoeprandUS,Drugs/Cannabis/Weed,1gr S5-HAZE- A+ quality proffesional indoor weed,We are back on NightMarket offering our verified 1gr S5-HAZE- A+ quality proffesional indoor weed. Guaranteed high grade quality and stealth packaging. Contact via PGP for bulk orders.,0.035619 BTC,USA,you,4.74/5,
stoeprandUS,Drugs/Ecstasy/Other,Custom 10gr METHYLONE - massive orange rocks,We are back on NightMarket offering our verified 10gr METHYLONE - massive orange rocks. Guaranteed high grade quality and stealth packaging. Contact via PGP for bulk orders.,0.490807 BTC,Netherlands,you,4.81/5,
KushDepot,Drugs/Cannabis/Weed,Exclusive 28g Bubba Kush Indoor Organic Top Shelf Weed Dank!,High purity 28g Bubba Kush Indoor Organic Top Shelf Weed Dank! at competitive market prices. Fully tested batch. Customer satisfaction is our top priority.,0.765905 BTC,USA,USA only,4.81/5,
KushDepot,Drugs/Cannabis/Weed,QP dank top shelf indoor weed [Worldwide Stealth],We are back on NightMarket offering our verified QP dank top shelf indoor weed. Guaranteed high grade quality and stealth packaging. Contact via PGP for bulk orders.,1.612164 BTC,USA,Worldwide,4.84/5,
KushDepot,Drugs/Cannabis/Weed,28g Blue Dynamite Indoor Top Shelf Weed Dank! [Fast Shipping],We are back on NightMarket offering our verified 28g Blue Dynamite Indoor Top Shelf Weed Dank!. Guaranteed lab tested quality and stealth packaging. Contact via PGP for bulk orders.,0.565653 BTC,USA,USA,4.76/5,
KushDepot,Drugs/Cannabis/Weed,Verified 14g Blue Dynamite Indoor Top Shelf Weed Dank!,"Premium 14g Blue Dynamite Indoor Top Shelf Weed Dank! sourced directly from verified labs. Fast, reliable service. Please include your PGP encrypted address when ordering.",0.269343 BTC,USA,USA,4.71/5,
KushDepot,Drugs/Cannabis/Weed,Premium 28g OG Kush Indoor Top Shelf Weed Dank! [Fast Shipping],"Premium 28g OG Kush Indoor Top Shelf Weed Dank! sourced directly from verified labs. Fast, reliable service. Please include your PGP encrypted address when ordering.",0.453053 BTC,USA,USA,4.98/5,
KushDepot,Drugs/Cannabis/Concentrates,Top Grade 3.5G honeycomb crumble BHO Wax GOLDEN,High purity 3.5G honeycomb crumble BHO Wax GOLDEN at competitive market prices. Fully tested batch. Customer satisfaction is our top priority.,0.345148 BTC,USA,Worldwide,4.91/5,
KushDepot,Drugs/Cannabis/Weed,14g AK48 Indoor Organic Top Shelf Weed Dank! [Original Batch],14g AK48 Indoor Organic Top Shelf Weed Dank! available now. All orders dispatched within 24 hours of payment confirmation. Domestic and international stealth available.,0.278225 BTC,USA,USA only,5.00/5,
KushDepot,Drugs/Cannabis/Weed,Direct Source 28g Iranian OG Kush Indoor Organic Top Shelf Weed Dank! [Worldwide Stealth],"Welcome to our official NightMarket shop! 28g Iranian OG Kush Indoor Organic Top Shelf Weed Dank! ready for instant dispatch. Double vacuum sealed, professional MBB stealth. 99% delivery rate across USA only.",0.547180 BTC,USA,USA only,4.78/5,
KushDepot,Drugs/Cannabis/Weed,3.5g AK48 Indoor Organic Top Shelf Weed Dank!,High purity 3.5g AK48 Indoor Organic Top Shelf Weed Dank! at competitive market prices. Fully tested batch. Customer satisfaction is our top priority.,0.104422 BTC,USA,USA only,4.82/5,
KushDepot,Drugs/Cannabis/Weed,Top Grade 7g Bubba Kush indoor Organic Top Shelf Weed Dank!,We are back on NightMarket offering our verified 7g Bubba Kush indoor Organic Top Shelf Weed Dank!. Guaranteed 99% quality and stealth packaging. Contact via PGP for bulk orders.,0.225761 BTC,USA,USA only,4.75/5,
KushDepot,Drugs/Cannabis/Weed,QP of Blue Dynamite dank top shelf indoor weed [Tracked],QP of Blue Dynamite dank top shelf indoor weed available now. All orders dispatched within 24 hours of payment confirmation. Domestic and international stealth available.,1.341512 BTC,USA,Worldwide,4.74/5,
KushDepot,Drugs/Cannabis/Weed,14g OG Kush Indoor Top Shelf Weed Dank!,High purity 14g OG Kush Indoor Top Shelf Weed Dank! at competitive market prices. Fully tested batch. Customer satisfaction is our top priority.,0.281620 BTC,USA,USA,4.90/5,
KushDepot,Drugs/Cannabis/Weed,28g AK48 Indoor Organic Top Shelf Weed Dank! [Worldwide Stealth],"Welcome to our official NightMarket shop! 28g AK48 Indoor Organic Top Shelf Weed Dank! ready for instant dispatch. Double vacuum sealed, professional MBB stealth. 99% delivery rate across USA only.",0.590329 BTC,USA,USA only,5.00/5,
KushDepot,Drugs/Cannabis/Weed,Top Grade 14g Iranian OG Kush Indoor Organic Top Shelf Weed Dank!,14g Iranian OG Kush Indoor Organic Top Shelf Weed Dank! available now. All orders dispatched within 24 hours of payment confirmation. Domestic and international stealth available.,0.363705 BTC,USA,Worldwide,4.88/5,
KushDepot,Drugs/Cannabis/Weed,7g AK48 Indoor Organic Top Shelf Weed Dank! [Worldwide Stealth],High purity 7g AK48 Indoor Organic Top Shelf Weed Dank! at competitive market prices. Fully tested batch. Customer satisfaction is our top priority.,0.179459 BTC,USA,USA only,4.71/5,
KushDepot,Drugs/Cannabis/Concentrates,Direct Source 7G honeycomb crumble BHO Wax GOLDEN,We are back on NightMarket offering our verified 7G honeycomb crumble BHO Wax GOLDEN. Guaranteed 99% quality and stealth packaging. Contact via PGP for bulk orders.,0.483089 BTC,USA,Worldwide,4.92/5,
KushDepot,Drugs/Cannabis/Weed,Verified 3.5g OG Kush Indoor Top Shelf Weed Dank!,"Welcome to our official NightMarket shop! 3.5g OG Kush Indoor Top Shelf Weed Dank! ready for instant dispatch. Double vacuum sealed, professional MBB stealth. 99% delivery rate across USA.",0.139692 BTC,USA,USA,4.82/5,
KushDepot,Drugs/Cannabis/Weed,High Quality 7g Blue Dynamite Indoor Top Shelf Weed Dank! [Tracked],7g Blue Dynamite Indoor Top Shelf Weed Dank! available now. All orders dispatched within 24 hours of payment confirmation. Domestic and international stealth available.,0.153412 BTC,USA,USA,4.97/5,
KushDepot,Drugs/Cannabis/Weed,7g Iranian OG Kush indoor Organic Top Shelf Weed Dank! [Escrow Ready],High purity 7g Iranian OG Kush indoor Organic Top Shelf Weed Dank! at competitive market prices. Fully tested batch. Customer satisfaction is our top priority.,0.194590 BTC,USA,USA only,4.78/5,
KushDepot,Drugs/Cannabis/Concentrates,Direct Source 1G honeycomb crumble BHO Wax GOLDEN [Tracked],We are back on NightMarket offering our verified 1G honeycomb crumble BHO Wax GOLDEN. Guaranteed lab tested quality and stealth packaging. Contact via PGP for bulk orders.,0.139785 BTC,USA,Worldwide,4.89/5,
KushDepot,Drugs/Cannabis/Weed,7g OG Kush Indoor Top Shelf Weed Dank!,"Welcome to our official NightMarket shop! 7g OG Kush Indoor Top Shelf Weed Dank! ready for instant dispatch. Double vacuum sealed, professional MBB stealth. 99% delivery rate across USA.",0.150636 BTC,USA,USA,5.00/5,
